Code,Region,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
RV9,NHS England North East And Yorkshire ,Humber Teaching NHS Foundation Trust,0,0,"1,293","1,293",0,0,"1,286","1,286",0,0,7,7,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
RR8,NHS England North East And Yorkshire ,Leeds Teaching Hospitals NHS Trust,"16,769",665,"11,155","28,589","10,701",665,"11,044","22,410","6,068",0,111,"6,179",78.40%,63.80%,100.00%,99.00%,"3,615",0,0,"3,615","1,169","4,784","1,805",119
ARN03,NHS England North East And Yorkshire ,Local Care Direct,0,0,"2,232","2,232",0,0,"2,223","2,223",0,0,9,9,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RXF,NHS England North East And Yorkshire ,Mid Yorkshire Teaching NHS Trust,"16,112",133,"6,397","22,642","10,351",133,"6,251","16,735","5,761",0,146,"5,907",73.90%,64.20%,100.00%,97.70%,"3,513",0,166,"3,679",755,"4,434","1,553",9
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,"8,929",0,"2,044","10,973","5,360",0,"1,989","7,349","3,569",0,55,"3,624",67.00%,60.00%,-,97.30%,"2,070",0,0,"2,070",332,"2,402",750,309
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,"4,856",0,"10,490","15,346","2,516",0,"10,470","12,986","2,340",0,20,"2,360",84.60%,51.80%,-,99.80%,"1,731",0,446,"2,177","2,081","4,258",166,6
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,"9,249",0,"7,355","16,604","4,974",0,"7,300","12,274","4,275",0,55,"4,330",73.90%,53.80%,-,99.30%,"5,268",0,0,"5,268",402,"5,670","1,247",594
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,"9,949",0,"13,869","23,818","7,658",0,"13,865","21,523","2,291",0,4,"2,295",90.40%,77.00%,-,100.00%,"4,371",0,13,"4,384",386,"4,770",3,0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,"3,839",0,0,"3,839","3,651",0,0,"3,651",188,0,0,188,95.10%,95.10%,-,-,813,0,0,813,76,889,8,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,"8,966","1,119","8,254","18,339","4,250",929,"7,727","12,906","4,716",190,527,"5,433",70.40%,47.40%,83.00%,93.60%,"3,170",0,0,"3,170","3,453","6,623",880,11
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,"7,133",0,"11,175","18,308","3,403",0,"10,852","14,255","3,730",0,323,"4,053",77.90%,47.70%,-,97.10%,"2,272",0,307,"2,579","2,174","4,753",392,11
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,"11,696","1,182","6,906","19,784","5,930","1,130","6,743","13,803","5,766",52,163,"5,981",69.80%,50.70%,95.60%,97.60%,"4,241",20,0,"4,261","1,414","5,675",667,4
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,111,111,0,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"11,603","1,593","6,837","20,033","7,437","1,510","6,837","15,784","4,166",83,0,"4,249",78.80%,64.10%,94.80%,100.00%,"3,484",15,0,"3,499","2,696","6,195",397,41
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,"8,638",0,0,"8,638","6,114",0,0,"6,114","2,524",0,0,"2,524",70.80%,70.80%,-,-,"2,110",0,0,"2,110",182,"2,292",318,0
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0,0,343,343,0,0,343,343,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,651",307,"7,981","18,939","5,073",307,"7,672","13,052","5,578",0,309,"5,887",68.90%,47.60%,100.00%,96.10%,"4,724",0,0,"4,724","1,521","6,245","1,046",315
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,"4,303",0,0,"4,303","3,879",0,0,"3,879",424,0,0,424,90.10%,90.10%,-,-,691,0,0,691,246,937,0,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,"9,882",0,"10,521","20,403","5,469",0,"10,464","15,933","4,413",0,57,"4,470",78.10%,55.30%,-,99.50%,"2,845",0,0,"2,845","1,311","4,156","1,082",262
RMC,NHS England North West ,Bolton NHS Foundation Trust,"7,522",0,"3,898","11,420","3,797",0,"3,578","7,375","3,725",0,320,"4,045",64.60%,50.50%,-,91.80%,"2,407",0,95,"2,502",798,"3,300",812,331
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"2,883","2,883",0,0,"2,841","2,841",0,0,42,42,98.50%,-,-,98.50%,0,0,0,0,0,0,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,"5,200",0,"2,249","7,449","2,677",0,"2,122","4,799","2,523",0,127,"2,650",64.40%,51.50%,-,94.40%,"1,925",0,0,"1,925","1,092","3,017","1,093",330
RJN,NHS England North West ,East Cheshire NHS Trust,"4,267",0,89,"4,356","2,002",0,89,"2,091","2,265",0,0,"2,265",48.00%,46.90%,-,100.00%,743,0,0,743,155,898,646,432
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,"13,281",0,"10,655","23,936","8,839",0,"10,060","18,899","4,442",0,595,"5,037",79.00%,66.60%,-,94.40%,"3,342",0,73,"3,415","1,442","4,857","1,502",925
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,"11,814",0,"3,148","14,962","7,296",0,"3,066","10,362","4,518",0,82,"4,600",69.30%,61.80%,-,97.40%,"2,871",0,116,"2,987","1,308","4,295","1,458",410
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,134,134,0,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,"16,629","1,735","7,505","25,869","9,039","1,717","7,355","18,111","7,590",18,150,"7,758",70.00%,54.40%,99.00%,98.00%,"5,329",0,0,"5,329","2,101","7,430","1,910",477
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0,"1,396",0,"1,396",0,"1,275",0,"1,275",0,121,0,121,91.30%,-,91.30%,-,0,108,0,108,14,122,0,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,"26,939","3,556","11,654","42,149","15,711","3,389","11,331","30,431","11,228",167,323,"11,718",72.20%,58.30%,95.30%,97.20%,"5,813",138,119,"6,070",431,"6,501","2,950",69
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,"16,866",0,"7,270","24,136","10,401",0,"7,191","17,592","6,465",0,79,"6,544",72.90%,61.70%,-,98.90%,"7,471",0,0,"7,471",623,"8,094",856,290
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0,0,"12,199","12,199",0,0,"12,025","12,025",0,0,174,174,98.60%,-,-,98.60%,0,0,0,0,43,43,0,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,"6,896",0,"2,996","9,892","2,556",0,"2,980","5,536","4,340",0,16,"4,356",56.00%,37.10%,-,99.50%,"2,091",0,0,"2,091",578,"2,669",989,378
Y02532,NHS England North West ,Miriam Minor Emergency,0,0,"1,643","1,643",0,0,"1,641","1,641",0,0,2,2,99.90%,-,-,99.90%,0,0,0,0,0,0,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,"25,001",0,"9,576","34,577","15,648",0,"9,331","24,979","9,353",0,245,"9,598",72.20%,62.60%,-,97.40%,"6,934",0,380,"7,314","1,951","9,265","2,021",958
NV693,NHS England North West ,Rossendale Miu & Ooh,0,0,"1,018","1,018",0,0,"1,018","1,018",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0,0,"1,584","1,584",0,0,"1,577","1,577",0,0,7,7,99.60%,-,-,99.60%,0,0,0,0,0,0,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,"7,966",0,"2,141","10,107","4,917",0,"2,093","7,010","3,049",0,48,"3,097",69.40%,61.70%,-,97.80%,"2,748",0,52,"2,800",735,"3,535",693,198
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,320",0,"2,386","10,706","4,691",0,"2,377","7,068","3,629",0,9,"3,638",66.00%,56.40%,-,99.60%,"1,634",0,0,"1,634",202,"1,836",942,381
RBV,NHS England North West ,The Christie NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,779,779,0,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,166,166,0,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,452",0,"4,877","14,329","5,988",0,"4,776","10,764","3,464",0,101,"3,565",75.10%,63.40%,-,97.90%,"3,188",0,15,"3,203",840,"4,043","1,044",360
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"6,977",0,"2,890","9,867","3,351",0,"2,852","6,203","3,626",0,38,"3,664",62.90%,48.00%,-,98.70%,"1,832",0,0,"1,832",113,"1,945","1,554",825
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,252","4,252",0,0,"4,077","4,077",0,0,175,175,95.90%,-,-,95.90%,0,0,0,0,0,0,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,"7,825",0,"3,075","10,900","3,639",0,"2,971","6,610","4,186",0,104,"4,290",60.60%,46.50%,-,96.60%,"2,127",0,0,"2,127","1,596","3,723","1,161",450
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,288",0,"4,956","12,244","4,500",0,"4,926","9,426","2,788",0,30,"2,818",77.00%,61.70%,-,99.40%,"2,532",0,0,"2,532",603,"3,135",790,260
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,"6,990",0,"2,820","9,810","3,491",0,"2,789","6,280","3,499",0,31,"3,530",64.00%,49.90%,-,98.90%,"2,774",0,0,"2,774",583,"3,357",653,118
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0,0,"2,325","2,325",0,0,"2,302","2,302",0,0,23,23,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0,0,"1,435","1,435",0,0,"1,428","1,428",0,0,7,7,99.50%,-,-,99.50%,0,0,25,25,0,25,0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0,0,"1,869","1,869",0,0,"1,869","1,869",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,"10,063","1,145","3,030","14,238","7,261","1,145","2,972","11,378","2,802",0,58,"2,860",79.90%,72.20%,100.00%,98.10%,"4,088",762,0,"4,850","1,086","5,936",450,261
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,"10,751",0,"3,638","14,389","7,969",0,"3,628","11,597","2,782",0,10,"2,792",80.60%,74.10%,-,99.70%,"3,961",0,0,"3,961",381,"4,342",593,17
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,"12,118",0,"12,969","25,087","5,919",0,"12,693","18,612","6,199",0,276,"6,475",74.20%,48.80%,-,97.90%,"2,843",0,591,"3,434",403,"3,837","1,695","1,311"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,"11,047",0,"4,046","15,093","7,487",0,"4,002","11,489","3,560",0,44,"3,604",76.10%,67.80%,-,98.90%,"2,950",0,0,"2,950",484,"3,434",210,6
AQM01,NHS England South East ,Faversham Medical Practice Miu,0,0,"2,864","2,864",0,0,"2,864","2,864",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,0,0,"2,599","2,599",0,0,"2,599","2,599",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,"21,592",859,"11,268","33,719","13,142",859,"10,973","24,974","8,450",0,295,"8,745",74.10%,60.90%,100.00%,97.40%,"6,338",0,0,"6,338",117,"6,455","1,698",260
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,986","2,986",0,0,"2,921","2,921",0,0,65,65,97.80%,-,-,97.80%,0,0,3,3,110,113,0,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,"10,479",75,"3,439","13,993","6,464",75,"3,415","9,954","4,015",0,24,"4,039",71.10%,61.70%,100.00%,99.30%,"3,369",10,66,"3,445","1,110","4,555",121,11
DJV01,NHS England South East ,Herne Bay Health Care Ltd,0,0,"2,531","2,531",0,0,"2,531","2,531",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,"4,436",319,"1,863","6,618","2,814",319,"1,798","4,931","1,622",0,65,"1,687",74.50%,63.40%,100.00%,96.50%,"1,441",0,0,"1,441",87,"1,528",328,100
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0,0,"6,264","6,264",0,0,"6,243","6,243",0,0,21,21,99.70%,-,-,99.70%,0,0,0,0,0,0,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,"19,969",0,"2,423","22,392","15,569",0,"2,402","17,971","4,400",0,21,"4,421",80.30%,78.00%,-,99.10%,"5,635",0,0,"5,635","1,134","6,769","1,062",130
RPA,NHS England South East ,Medway NHS Foundation Trust,"9,608",0,"6,778","16,386","5,920",0,"6,089","12,009","3,688",0,689,"4,377",73.30%,61.60%,-,89.80%,"1,723",0,0,"1,723",479,"2,202","1,030",696
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0,0,"4,244","4,244",0,0,"4,128","4,128",0,0,116,116,97.30%,-,-,97.30%,0,0,0,0,0,0,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,"13,408","1,711","3,460","18,579","9,837","1,711","3,326","14,874","3,571",0,134,"3,705",80.10%,73.40%,100.00%,96.10%,"5,504",105,19,"5,628","3,994","9,622",411,0
AQN04,NHS England South East ,Phl Lymington Utc,0,0,"3,401","3,401",0,0,"3,351","3,351",0,0,50,50,98.50%,-,-,98.50%,0,0,0,0,0,0,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,"12,147",953,"3,694","16,794","7,498",947,"3,669","12,114","4,649",6,25,"4,680",72.10%,61.70%,99.40%,99.30%,"3,084",0,0,"3,084","2,593","5,677","1,833",933
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0,0,"5,076","5,076",0,0,"5,028","5,028",0,0,48,48,99.10%,-,-,99.10%,0,0,0,0,0,0,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,237","5,237",0,0,"5,070","5,070",0,0,167,167,96.80%,-,-,96.80%,0,0,0,0,0,0,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,387","1,387",0,0,"1,385","1,385",0,0,2,2,99.90%,-,-,99.90%,0,0,3,3,587,590,0,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,"11,415","2,337","2,836","16,588","7,513","2,331","2,836","12,680","3,902",6,0,"3,908",76.40%,65.80%,99.70%,100.00%,"2,264",0,0,"2,264",304,"2,568",378,1
RA2,NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,"7,271",0,"1,655","8,926","5,047",0,"1,655","6,702","2,224",0,0,"2,224",75.10%,69.40%,-,100.00%,"2,138",0,0,"2,138","1,118","3,256",381,5
NQT51,NHS England South East ,Station Plaza Health Centre,0,0,"1,089","1,089",0,0,"1,089","1,089",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,"10,052",0,0,"10,052","6,148",0,0,"6,148","3,904",0,0,"3,904",61.20%,61.20%,-,-,"2,964",0,0,"2,964",883,"3,847","1,090",538
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0,0,"11,693","11,693",0,0,"11,529","11,529",0,0,164,164,98.60%,-,-,98.60%,0,0,0,0,0,0,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,"11,308","1,359",0,"12,667","7,482","1,218",0,"8,700","3,826",141,0,"3,967",68.70%,66.20%,89.60%,-,"3,641",5,0,"3,646","1,591","5,237",285,14
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,"28,425","1,518","2,630","32,573","17,461","1,482","2,390","21,333","10,964",36,240,"11,240",65.50%,61.40%,97.60%,90.90%,"8,661",34,46,"8,741","1,597","10,338","1,166",534
ACH01,NHS England South East ,Whitstable Medical Practice,0,0,"4,916","4,916",0,0,"4,916","4,916",0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0,0,"2,325","2,325",0,0,"2,302","2,302",0,0,23,23,99.00%,-,-,99.00%,0,0,0,0,0,0,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,0,0,"1,685","1,685",0,0,"1,676","1,676",0,0,9,9,99.50%,-,-,99.50%,0,0,0,0,0,0,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,11,11,87,98,0,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,"5,571",0,"4,834","10,405","3,799",0,"4,820","8,619","1,772",0,14,"1,786",82.80%,68.20%,-,99.70%,"2,060",0,0,"2,060",464,"2,524",240,44
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,1,3,4,0,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,680","8,680",0,0,"8,555","8,555",0,0,125,125,98.60%,-,-,98.60%,0,0,1,1,23,24,0,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,"13,700",0,0,"13,700","8,344",0,0,"8,344","5,356",0,0,"5,356",60.90%,60.90%,-,-,"2,866",0,0,"2,866","2,626","5,492",660,221
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,"5,788",0,"5,189","10,977","2,794",0,"4,649","7,443","2,994",0,540,"3,534",67.80%,48.30%,-,89.60%,"2,640",0,0,"2,640","1,177","3,817",857,157
RVJ,NHS England South West ,North Bristol NHS Trust,"9,435",0,0,"9,435","6,362",0,0,"6,362","3,073",0,0,"3,073",67.40%,67.40%,-,-,"2,283",0,0,"2,283","2,077","4,360",679,126
L83087,NHS England South West ,Okehampton Medical Centre,0,0,103,103,0,0,103,103,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,0,0,"1,148","1,148",0,0,"1,146","1,146",0,0,2,2,99.80%,-,-,99.80%,0,0,0,0,0,0,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,"7,624",0,"13,575","21,199","4,168",0,"12,765","16,933","3,456",0,810,"4,266",79.90%,54.70%,-,94.00%,"2,641",0,79,"2,720","1,484","4,204",916,303
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,"14,845",0,"4,619","19,464","8,629",0,"4,593","13,222","6,216",0,26,"6,242",67.90%,58.10%,-,99.40%,"3,765",0,0,"3,765","1,722","5,487",860,136
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,"8,612",0,0,"8,612","5,085",0,0,"5,085","3,527",0,0,"3,527",59.00%,59.00%,-,-,"2,569",0,17,"2,586","1,934","4,520",875,81
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,"4,892",305,"1,883","7,080","3,080",305,"1,883","5,268","1,812",0,0,"1,812",74.40%,63.00%,100.00%,100.00%,"1,302",0,0,"1,302",885,"2,187",354,25
NLX,NHS England South West ,Sirona Care & Health,0,0,"9,008","9,008",0,0,"8,700","8,700",0,0,308,308,96.60%,-,-,96.60%,0,0,0,0,0,0,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,"12,732",0,"9,212","21,944","7,069",0,"9,051","16,120","5,663",0,161,"5,824",73.50%,55.50%,-,98.30%,"3,224",0,0,"3,224","1,565","4,789",446,75
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,0,0,"2,018","2,018",0,0,"1,971","1,971",0,0,47,47,97.70%,-,-,97.70%,0,0,0,0,0,0,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,0,0,482,482,0,0,482,482,0,0,0,0,100.00%,-,-,100.00%,0,0,0,0,0,0,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,"7,390",0,"3,765","11,155","4,518",0,"3,745","8,263","2,872",0,20,"2,892",74.10%,61.10%,-,99.50%,"2,251",0,0,"2,251","1,115","3,366",210,31
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,0,0,"1,058","1,058",0,0,"1,051","1,051",0,0,7,7,99.30%,-,-,99.30%,0,0,0,0,0,0,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,"14,677","2,431",0,"17,108","9,558","2,300",0,"11,858","5,119",131,0,"5,250",69.30%,65.10%,94.60%,-,"5,027",6,0,"5,033","1,433","6,466","1,073",188
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,"14,621",0,"5,370","19,991","9,000",0,"5,370","14,370","5,621",0,0,"5,621",71.90%,61.60%,-,100.00%,"4,301",7,0,"4,308","2,340","6,648",674,57
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,"9,265",132,"5,765","15,162","4,984",132,"5,670","10,786","4,281",0,95,"4,376",71.10%,53.80%,100.00%,98.40%,"2,876",0,0,"2,876","1,620","4,496","1,009",329
